BR-230/AM;OS 03.1-093/22 - BR-230/AM;"8.1.1 Elaboração da
Avaliação de Potencial
Malarígeno para Obtenção
do Laudo de Avaliação do
Potencial Malarígeno
(LAPM)";"Avaliação de Potencial
Malarígeno (APM)";CT-93-22_BR230AM_OSE-03-1_EMA-8-1-1_Abr-23_E1_RV0;11/04/2023;15/05/2023;34;CGMAB;Reprovado;18/05/2023;3;PROSUL;Aprovado;;;;;25/07/2023;;Rev 02;PROTOCOLO_0987_2023 (SEI 14603041)
BR-230/AM;OS 03.1-093/22 - BR-230/AM;13.1.2. Elaboração do Relatório para Obtenção da ASV;Inventário Florestal;CT-093-22_ BR230AM_OSE-03-1_ASV_13-1-2_Abr-23_E1_RV0;25/04/2023;25/05/2023;30;CGMAB;Reprovado;20/06/2023;26;PROSUL;Aprovado com ajustes;15/08/2023;56;PROSUL;Aprovado;01/09/2023;129;Rev 01;PROTOCOLO_0807_2023 (SEI 14385716)
BR-230/AM;OS 03.1-093/22 - BR-230/AM;9.1.1 – Relatório Ambiental Simplificado (RAS);RAS Preliminar;CT_093_22_BR230AM_OSE_03.1_RAS_9_1_1_Jun_23_E1_RV0;07/06/2023;17/07/2023;40;CGMAB;Reprovado;25/08/2023;39;PROSUL;Aprovado;;;;;05/10/2023;80;Rev 01;
Lote A e 4 prioritários;CT-093-22_DNIT_OS_11294620-22;1.1 Relatório de Coordenação da Execução dos Serviços;COORDENAÇÃO DA EXECUÇÃO DOS SERVIÇOS RV0;CT_093_22_CES_1_1_1_MAI_23_E6_RV0;12/06/2023;12/07/2023;30;CGMAB;Aprovado;;;;;;;;;;;;2023_05
BR-156/AP;OS 01.1-093_22 BR-156/AP;7.3.1 Plano Básico Ambiental Quilombola;PBAQ;CT_093_22_BR156AP_OSE_01.1_PT_PBAQ_Jun_23_E1_RV0;14/06/2023;03/07/2023;19;CGMAB;Aprovado com ajustes;15/08/2023;43;PROSUL;Aprovado;;;;;4/9/2023;-66;Rev 01;PROTOCOLO_1163_2023_PROSUL
BR-317/AM;OS 04.1-093/22 - BR-317/AM;"Pré-requisito para o item
8.1.1 Elaboração da
Avaliação de Potencial
Malarígeno para Obtenção
do Laudo de Avaliação do
Potencial Malarígeno
(LAPM)";"Plano Amostral para
Levantamento Entomológico
da Avaliação do Potencial
Malarígeno da BR-317/AM";PLANO_AMOSTRAL_LEV_ENTOMO_APM_BR_317AM_RV0;29/06/2023;28/07/2023;29;CGMAB;Reprovado;11/08/2023;14;PROSUL;Aprovado;;;;;24/08/2023;;Rev 01;PROTOCOLO_1665-2023_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.1.1.1 Elaboração do Estudo do Componente
Indígena - Alta Complexidade -
Amazônia (Xingu)";Plano de Trabalho Preliminar do Estudo do Componente Indígena;PT_ECI_PRELIMINAR_BR242MT_Povos_Indigenas_Xingu_RV1;06/07/2023;;;;;;;;;;;;;;;;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;Pré-requisito para o item 6. Estudo do Componente Indígena;Plano de Trabalho Preliminar do Estudo do Componente Indígena (ECI) e Plano Básico Ambiental Indígena (PBAI);PT_ECI_BR_317AM_LOTE_A_REV0;14/07/2023;21/07/2023;15;CGMAB;Reprovado;27/09/2023;68;PROSUL;Aprovado;;;;;23/11/2023;132;Rev 01;PROTOCOLO_ 2123_2023 _PROSUL_CT93-2022_ECI_BR317AM_LOTE A
BR-230/AM;OS 03.1-093/22 - BR-230/AM;8.2.1 Plano de Ação de Controle da Malária para Obtenção do Atestado de Condição Sanitária;Plano de Ação para Controle de Malária (PACM);CT_093_22_BR230AM_OSE_03.1_EMA_8_2_1_Ago_23_E1_RV0;04/08/2023;04/09/2023;31;CGMAB;Reprovado;22/09/2023;18;PROSUL;Aprovado;;;;;23/11/2023;111;Rev 01;PROTOCOLO_1557_2023 (SEI 15301714)
Lote A e 4 prioritários;CT-093-22_DNIT_OS_11294620-22;1.1 Relatório de Coordenação da Execução dos Serviços;COORDENAÇÃO DA EXECUÇÃO DOS SERVIÇOS RV0;CT_093_22_CES_1_1_1_MAI_23_E7_RV0;08/08/2023;29/08/2023;21;CGMAB;Aprovado;;;;;;;;;29/08/2023;21;Rev 00;2023_07
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 1;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E1_RV0;14/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;63;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 1 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 1 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E1_RV0;14/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;63;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 2;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E2_RV0;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 2 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 1 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO_2;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 3 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 3 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO3;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 4;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E4_RV0;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 4 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 4 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO4;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 5;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E5_RV0;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 5 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 5 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO5;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 6;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E6_RV0;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 6 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 6em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO6;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;"6.2.1 Elaboração do Relatório de Reunião em
Terra Indígena - Alta Complexidade -
Amazônia (Xingu) - Ciclo I.";Relatório de Reunião em Terra Indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I - Reunião 7;CT_093_22_BR242MT_OSE_05_ECI_6.2.1_Ago_23_E7_RV0;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 6 - Alta Complexidade - Amazônia - Ciclo I (Xingu);Relatório de Prestação de Viagem da Reunião 7 em Terra indígena - Alta Complexidade - Amazônia (Xingu) - Ciclo I ;CT_093_22_BR242MT_OSE_05_VIA_14_6.2.1_Ago_23_E1_RV0_REUNIAO7;15/08/2023;-;-;-;Reprovado;15/09/2023;-;PROSUL;Aprovado;;;;;16/10/2023;62;Rev 01;PROTOCOLO_2028_2023_ECI_PROSUL
Lote A e 4 prioritários;CT-093-22_DNIT_OS_11294620-22;1.1 Relatório de Coordenação da Execução dos Serviços;COORDENAÇÃO DA EXECUÇÃO DOS SERVIÇOS RV0;CT_093_22_CES_1_1_1_SET_23_E8_RV0;09/10/2023;28/11/2023;50;CGMAB;Aprovado;;;;;;;;;27/10/2023;18;Rev 00;PROTOCOLO_2340_2023_PROSUL_CES_1_1_1_CT95_2022_LOTE_A
BR-242/MT;OS 05-093/22 - BR-242/MT;2.1.1 Relatório de Prestação de Serviço de Consultoria;1º Relatório de Prestação de Serviço de Consultoria RV0;CT-093-22_BR242MT_OSE-05_CNS-1.1.1_Out-23_E1_RV0;18/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 1 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 1 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 2 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 2 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 3 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 3 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 4 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 4 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 5 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 5 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;6.2.1 Relatório de Reunião em Terra Indígena - Reunião 6 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Reunião em Terra Indígena – Alta Complexidade – Amazônia (Xingu) –
Ciclo II – Reunião 6 – RV0.";REL_REUNIAO_TI_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 1 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 1 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 2 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 2 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 3 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 3 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 4 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 4 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 1 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 5 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;14 - 6.2.1 Relatório de Reunião em Terra Indígena - Reunião 5 - Alta Complexidade - Amazônia - Ciclo II (Xingu);"Relatório de Prestação de Viagem – Alta Complexidade – Amazônia (Xingu) – Ciclo II
– Reunião 6 – RV0.";REL_PREST_VIAGEM_CICLO_II_XINGU_RV0_2023;23/10/2023;;;;;;;;;;;;;;;;
BR-230/AM;OS 03.1-093/22 - BR-230/AM;12.1.1 Plano Básico Ambiental - (Plano de Controle Ambiental - PCA);Plano de Controle Ambiental - PCA;CT_093_22_BR230AM_OSE_03.1_PCA_12_1_1_Out_23_E1_RV0;24/10/2023;;;;Aprovado;;;;;;;;;;;Rev 01;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.2.2 Execução do levantamento de fauna (ictiofauna) em ponto amostral;Relatório de Campanha de Levantamento de Fauna Terrestre - RV0;CT_093_22_BR317AM_OSE_04_1_REL_LEV_FAUNA_RV0_BR317AM;09/11/2023;;;;;;;;;;;;;;;;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.2.3 Execução do levantamento de fauna (invertebrados aquáticos) em ponto amostral - Amazônia;Relatório de Campanha de Levantamento da Ictiofauna - RV0;CT_093_22_BR317AM_OSE_04_1_REL_LEV_FAUNA_RV0_BR317AM;09/11/2023;;;;;;;;;;;;;;;;
BR-163/PA;-;Plano de Trabalho e Cronograma Físico-Financeiro para apresentação dos estudos etnoecológicos e elaboração do PBA nas terras indígenas na área de abrangência da BR-163/PA;Plano de Trabalho para estudos etnoecológicos e elaboração do PBA - REV0.;CT_093_22_BR163PA_CRN_RV0;11/10/2023;28/11/2023;48;CGMAB;Reprovado;11/12/2023;13;PROSUL;;;;;;;;;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.3.1 Relatório de Campanha do atropelamento da fauna;Relatório de Campanha de Levantamento de Invertebrados Aquáticos - RV0.;CT_093_22_BR317AM_OSE_04_1_REL_LEV_FAUNA_RV0_BR317AM;09/11/2023;21/12/2023;42;CGMAB;Reprovado;07/03/2024;77;PROSUL;;;;;;;;;
BR-267/MS;-;Plano de Trabalho Prévio para o desenvolvimento da Proposta de Acompanhamento Arqueológico;Plano de Trabalho para Acompanhamento Arqueológico - RV0.;CT-093-22_BR267MS_PLT_NOV_23_RV0;20/11/2023;;;;;;;;;;;;;;;;
BR-262/MS;-;Plano de Trabalho Prévio para o desenvolvimento do Inventário Florestal ;Plano de Trabalho para Inventário Florestal - RV0.;CT-093-22_BR262MS_PLT_NOV_23_RV0;23/11/2023;12/12/2023;19;CGMAB;Reprovado;18/12/2023;6;Prosul;Aprovado;;;;;;;Rev 01;Plano de Trabalho para desenvolvimento do Inventário Florestal RV1
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.3.1 Relatório de Campanha do atropelamento da fauna;1º Relatório Mensal de Campanha de Atropelamento da Fauna – RV0 ;CT_093_22_BR317AM_OSE_04_1_REL_LEV_FAUNA_RV0_BR317AM;27/11/2023;23/01/2024;57;CGMAB;Reprovado;02/02/2024;;;;;;;;;;;
Lote A e 4 prioritários;CT-093-22_DNIT_OS_11294620-22;1.1 Relatório de Coordenação da Execução dos Serviços;COORDENAÇÃO DA EXECUÇÃO DOS SERVIÇOS RV0;CT_093_22_CES_1_1_1_NOV_23_E9_RV0;12/12/2023;;;CGMAB;Aprovado;;;;;;;;;;;;9º Relatório de Coordenação da Execução dos Serviços 
BR-210/AP;-;Plano de Trabalho e Cronograma Físico-Financeiro para obtenção de OSE;"Plano de Trabalho - RV0
Cronograma Físico-Financeiro - RV0";CT_093_22_BR210AP_PLT_JAN24_RV0;30/01/2024;;;;Reprovado;;;;;;;;;;;;
BR-242/MT;OS 05-093/22 - BR-242/MT;Cronograma Físico-Financeiro para revisão de OSE;Cronograma Físico-Financeiro - RV0;CT-093-22_BR242MT_CRN_20240205;05/02/2024;;;;;;;;;;;;;;;;
BR-174/MT;-;Plano de Trabalho e Cronograma Físico-Financeiro para obtenção de OSE;Plano de Trabalho e Cronograma Físico-Financeiro para obtenção de OSE;CT-093-22_BR174MT_PLT_FEV24_RV0;07/02/2024;;;;Reprovado;;;;;;;;;;;;
Lote A e 4 prioritários;CT-093-22_DNIT_OS_11294620-22;1.1 Relatório de Coordenação da Execução dos Serviços;COORDENAÇÃO DA EXECUÇÃO DOS SERVIÇOS RV0;CT-093-22_CES_1-1-1_JAN-24_E10_RV0;09/02/2024;;;;;;;;;;;;;;;;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.3.1 Relatório de Campanha do atropelamento da fauna;2º Relatório Mensal de Campanha de Atropelamento da Fauna – RV0 ;CT-093-22_BR317AM_OSE-04-1_LEV_ATROP_FAUNA_3-3-1_Fev_24_E2_RV0;21/02/2024;;;;;;;;;;;;;;;;
BR-317/AM;OS 04.1-093/22 - BR-317/AM;3.3.1 Relatório de Campanha do atropelamento da fauna;3º Relatório Mensal de Campanha de Atropelamento da Fauna – RV0 ;CT-093-22_BR317AM_OSE-04-1_LEV_ATROP_FAUNA_3-3-1_Mar_24_E3_RV0;03/01/2024;;;;;;;;;;;;;;;;
"BR-174/MT/RO-Trecho 
Vilhena/RO-Juina/MT";-;Apresentação do Plano de Trabalho para os Estudos Ambientais da BR-174/MT, Trecho Vilhena/RO - Juína/MT;Plano de Trabalho e Cronograma Físico-Financeiro para obtenção de OSE;"CT-093-22_BR174MTRO_PLT_Mar_24_RV0
CT-093-22_BR174MTRO_CRN_RV0";07/03/2024;;;;;;;;;;;;;;;;
